,0,1,2,source
3497,""" And still",he,waited.,gutenberg
3498,The clock's,slow tick Knocked on the,silence.,gutenberg
3499,,Paul,turned sick.,gutenberg
3500,He filled his own glass,full of wine; From his pocket,he took a paper.,gutenberg
3501,"The twine Was knotted,",and he searched a knife From,his jumbled tools.,gutenberg
3502,The cord of,life Snapped as he cut,the little string.,gutenberg
3503,He knew,that he must do the,thing He feared.,gutenberg
3504,"He shook powder into the wine,",And holding it up so the candle's shine Sparked a,"ruby through its heart, He drank it.",gutenberg
3505,"""Dear, never",apart,Again!,gutenberg
3506,You have said,it was mine,to do.,gutenberg
3507,"It is done, and",I am come,to you!,gutenberg
3508,""" Paul Jannes let","the empty wine-glass fall,",And held out his arms.,gutenberg
3509,The insentient wall Stared,"down at him with its cold,",white glare Unstained!,gutenberg
3510,The Shadow,was not,there!,gutenberg
3511,Paul clutched,and tore at his tightening,throat.,gutenberg
3512,"He felt the veins in his body bloat,",And the hot blood run like fire and stones Along,the sides of his cracking bones.,gutenberg
3513,But he laughed as he staggered,"towards the door, And he laughed aloud",as he sank on the floor.,gutenberg
3514,The Coroner took the,"body away, And the watches were",sold that Saturday.,gutenberg
3515,The Auctioneer said,"one could seldom buy Such watches,",and the prices were high.,gutenberg
3516,Holy Mother,"of God, Merciful",Mary.,gutenberg
3517,I am,very,weary.,gutenberg
3518,I have come from a village,"miles away, all day I have been coming,",and I ache for such far roaming.,gutenberg
3519,I cannot walk as,"light as I used, and my",thoughts grow confused.,gutenberg
3520,I am,heavier,than I was.,gutenberg
3521,Mary,"Mother, you",know the cause!,gutenberg
3522,Beautiful Holy,"Lady, take my shame",away from me!,gutenberg
3523,Let this fear be only,"seeming, let it be that I",am dreaming.,gutenberg
3524,For months I have,"hoped it was so, now I am",afraid I know.,gutenberg
3525,"Lady, why should this","be shame, just because I",haven't got his name.,gutenberg
3526,"He loved me, yes,","Lady, he did, and he couldn't",keep it hid.,gutenberg
3527,We,meant to,marry.,gutenberg
3528,Why did,he,die?,gutenberg
3529,That day when they told me he had gone,"down in the avalanche, and could not be found until","the snow melted in Spring, I did nothing.",gutenberg
3530,I,could,not cry.,gutenberg
3531,Why,should,he die?,gutenberg
3532,Why should he,die and his,child live?,gutenberg
3533,His little child,"alive in me, for",my comfort.,gutenberg
3534,"No, Good","God, for my",misery!,gutenberg
3535,"I cannot face the shame, to be","a mother, and not married, and the poor child to",be reviled for having no father.,gutenberg
3536,"Merciful Mother,","Holy Virgin, take away",this sin I did.,gutenberg
3537,Let the,baby,not be.,gutenberg
3538,Only take,the stigma,off of me!,gutenberg
3539,I have told,"no one but you, Holy",Mary.,gutenberg
3540,"My mother would call me ""whore"", and spit","upon me; the priest would have me repent, and have",the rest of my life spent in a convent.,gutenberg
3541,"I am no whore, no","bad woman, he loved me, and",we were to be married.,gutenberg
3542,I carried him always in,"my heart, what did it matter if I",gave him the least part of me too?,gutenberg
3543,"You were a virgin, Holy","Mother, but you had a son, you know there",are times when a woman must give all.,gutenberg
3544,There is some,call to give and,hold back nothing.,gutenberg
3545,I swear I obeyed,"God then, and this child who lives",in me is the sign.,gutenberg
3546,What,am I saying?,,gutenberg
3547,"He is dead,","my beautiful,",strong man!,gutenberg
3548,I shall never,feel him caress,me again.,gutenberg
3549,This is,the only baby,I shall have.,gutenberg
3550,"Oh, Holy","Virgin, protect",my baby!,gutenberg
3551,"My little,",helpless,baby!,gutenberg
3552,"He will look like his father,",and he will be as fast a runner,and as good a shot.,gutenberg
3553,Not that he,shall be no scholar,neither.,gutenberg
3554,How can I,"think such things, I",am not good.,gutenberg
3555,My father will have nothing,"to do with my boy, I shall be",an outcast thing.,gutenberg
3556,"Oh, Mother of our","Lord God, be merciful, take",away my shame!,gutenberg
3557,Let my body,be as it was before,he came.,gutenberg
3558,No little baby for,me to keep underneath my,heart for those long months.,gutenberg
3559,To live,for and to get comfort,from.,gutenberg
3560,I cannot,go home and tell my,mother.,gutenberg
3561,She is,so hard and,righteous.,gutenberg
3562,She never loved my,"father, and we were born for","duty, not for love.",gutenberg
3563,I,cannot,face it.,gutenberg
3564,"Holy Mother,",take my baby,away!,gutenberg
3565,Take away,my little,baby!,gutenberg
3566,I don't,"want it, I",can't bear it!,gutenberg
3567,And I,"shall have nothing,",nothing!,gutenberg
3568,Just be,known as a,good girl.,gutenberg
3569,Have other men want to,"marry me, whom I could not touch,",after having known my man.,gutenberg
3570,"He is gone, my man, I shall","never hear him or feel him again,",but I could not touch another.,gutenberg
3571,I would rather,lie under the snow with my,own man in my arms!,gutenberg
3572,So I shall,live on,and on.,gutenberg
3573,Just a,good,woman.,gutenberg
3574,With nothing to warm my,"heart where he lay, and where he left his",baby for me to care for.,gutenberg
3575,I shall not,"be quite human,",I think.,gutenberg
3576,Merely,a stone-dead,creature.,gutenberg
3577,They will,respect,me.,gutenberg
3578,What do,I care,for respect!,gutenberg
3579,You didn't care for,people's tongues when you were,carrying our Lord Jesus.,gutenberg
3580,God had my man give me,"my baby, when He knew that He was going",to take him away.,gutenberg
3581,His lips will comfort,"me, his hands will",soothe me.,gutenberg
3582,"All day I will work at my lace-making, and",all night I will keep him warm by my side and pray the blessed,Angels to cover him with their wings.,gutenberg
3583,"Dear Mother,",what is it that,sings?,gutenberg
3584,I hear voices,"singing, and lovely silver",trumpets through it all.,gutenberg
3585,They seem just,on the other,side of the wall.,gutenberg
3586,Let me,"keep my baby, Holy",Mother.,gutenberg
3587,He is only a poor lace-maker's,"baby, with a stain upon him, but give me strength",to bring him up to be a man.,gutenberg
3588,Tang of fruitage in the air; Red,boughs bursting everywhere; Shimmering of seeded,grass; Hooded gentians all a'mass.,gutenberg
3589,"Warmth of earth, and cloudless wind Tearing","off the husky rind, Blowing feathered seeds to","fall By the sun-baked, sheltering wall.",gutenberg
3590,Beech trees in a golden,"haze; Hardy sumachs all ablaze, Glowing",through the silver birches.,gutenberg
3591,How that,pine tree shouts,and lurches!,gutenberg
3592,From the sunny,"door-jamb high, Swings the shell",of a butterfly.,gutenberg
3593,Scrape of insect,violins Through the stubble,shrilly dins.,gutenberg
3594,Every blade's a minaret Where,"a small muezzin's set, Loudly calling us",to pray At the miracle of day.,gutenberg
3595,Then the purple-lidded night Westering,"comes, her footsteps light Guided by the radiant",boon Of a sickle-shaped new moon.,gutenberg
3596,"In the brown water, Thick and silver-sheened","in the sunshine, Liquid and cool in the","shade of the reeds, A pike dozed.",gutenberg
3597,Lost among the,shadows of stems He,lay unnoticed.,gutenberg
3598,Suddenly he flicked his,"tail, And a green-and-copper brightness Ran",under the water.,gutenberg
3599,Out from under the reeds,"Came the olive-green light, And orange",flashed up Through the sun-thickened water.,gutenberg
3600,"So the fish passed across the pool, Green and copper,","A darkness and a gleam, And the blurred reflections of the willows",on the opposite bank Received it.,gutenberg
3601,Where is,"she, the woman",who wore it?,gutenberg
3602,The scent of,her lingers,and drugs me!,gutenberg
3603,"A languor, fire-shotted, runs through me, and I crush","the scarf down on my face, And gulp in the warmth and the","blueness, and my eyes swim in cool-tinted heavens.",gutenberg
3604,Around me are,"columns of marble, and","a diapered, sun-flickered pavement.",gutenberg
3605,Rose-leaves blow,and patter against,it.,gutenberg
3606,Below the,stone steps a lute,tinkles.,gutenberg
3607,A jar of green,jade throws its shadow,half over the floor.,gutenberg
3608,A big-bellied Frog hops through the sunlight,"and plops in the gold-bubbled water of a basin, Sunk",in the black and white marble.,gutenberg
3609,The west wind has lifted a scarf On,"the seat close beside me, the blue of it is",a violent outrage of colour.,gutenberg
3610,She draws it more closely,"about her, and it ripples beneath",her slight stirring.,gutenberg
3611,How loud clocks can tick,"when a room is empty,",and one is alone!,gutenberg
3612,"My daffodil-crowned,",Slim and without,sandals!,gutenberg
3613,As the sudden spurt of flame upon darkness,"So my eyeballs are startled with you, Supple-limbed youth among","the fruit-trees, Light runner through tasselled orchards.",gutenberg
3614,You are an almond flower,unsheathed Leaping and flickering between,the budded branches.,gutenberg
3615,As I would free the white almond,from the green husk So would I strip your,"trappings off, Beloved.",gutenberg
3616,And fingering the smooth and,polished kernel I should see that in my hands,glittered a gem beyond counting.,gutenberg
3617,The neighbour sits,in his window and,plays the flute.,gutenberg
3618,"From my bed I can hear him, And the round","notes flutter and tap about the room, And hit against each","other, Blurring to unexpected chords.",gutenberg
3619,"It is very beautiful,","With the little flute-notes all about me,",In the darkness.,gutenberg
3620,"In the daytime, The neighbour",eats bread and onions with one hand And,copies music with the other.,gutenberg
3621,He is fat and has a bald,"head, So I do not look at him, But",run quickly past his window.,gutenberg
3622,There is always,"the sky to look at, Or the",water in the well!,gutenberg
3623,"But when night comes and he plays his flute, I","think of him as a young man, With gold seals hanging from his","watch, And a blue coat with silver buttons.",gutenberg
3624,As I lie in my bed,"The flute-notes push against my ears and lips, And","I go to sleep, dreaming.",gutenberg
3625,You are beautiful and faded Like,an old opera tune Played upon a harpsichord; Or,like the sun-flooded silks Of an eighteenth-century boudoir.,gutenberg
3626,In your eyes Smoulder the fallen roses,"of out-lived minutes, And the perfume of your soul Is vague and","suffusing, With the pungence of sealed spice-jars.",gutenberg
3627,"Your half-tones delight me,",And I grow mad with gazing,At your blent colours.,gutenberg
3628,My vigour is,"a new-minted penny, Which",I cast at your feet.,gutenberg
3629,Gather it up,"from the dust, That its sparkle",may amuse you.,gutenberg
3630,"Damp smell the ferns in tunnels of stone,","Where trickle and plash the fountains, Marble fountains,",yellowed with much water.,gutenberg
3631,Splashing down moss-tarnished steps,"It falls, the water; And the air",is throbbing with it.,gutenberg
3632,With its,gurgling,and running.,gutenberg
3633,With its,"leaping, and","deep, cool murmur.",gutenberg
3634,And I,wished for night,and you.,gutenberg
3635,I wanted to see,"you in the swimming-pool, White and shining in",the silver-flecked water.,gutenberg
