,0,1,2,source
5499,week after christmas,an empty throne,in the mall,sballas
5500,snow-covered cornfield,the wild geese,in rows,sballas
5501,single living,i allow the tea kettle,a full whistle,sballas
5502,the longest night,a snow-covered pine,bends toward earth,sballas
5503,shortest day??,all of the yellow,beaten out of eggs,sballas
5504,christmas eve??,my children pretend,to snore,sballas
5505,morning twilight,stars fade,but the cardinal . . .,sballas
5506,the bite of radish,in the dinner salad??,year's end,sballas
5507,the shortest day??,an orange traffic cone,where the oak stood,sballas
5508,first snow man,his nose lost to,a passing horse,sballas
5509,morning light . . .,the curtain edges,darken,sballas
5510,new year's eve??,a man digging a pit,strikes his shadow,sballas
5511,new year's day,three fancy toothpicks,for the avocado pit,sballas
5512,through the open door,of the outhouse,mountain fog,sballas
5513,autumn woods??,the bird's twitter,chainsawed,sballas
5514,meteor shower . . .,i dust off the grit,of shingles,sballas
5515,indian summer,a house sparrow's poop,pings a chime,sballas
5516,first winter night??,stifling heat,in the chicken shack,sballas
5517,lake in the mist??,hearing it reclaim,a fish,sballas
5518,alarm call,i too,look for the hawk,sballas
5519,late-night quarrel,the moon,above it all,sballas
5520,halloween??,a passing plane,lights the fog,sballas
5521,the long night . . .,a gecko echoes,another gecko's cry,sballas
5522,even without dewdrops,all those hairs,on the caterpillar,sballas
5523,tobacco harvest??,the first drops of rain,on a tin-roofed shack,sballas
5524,desert oil field,pump silhouettes,glow in the sunset,sballas
5525,resting here . . .,long after someone gave a name,to this ocean,sballas
5526,wind in the trees,my dreams also fly,over the hill,sballas
5527,distant lightning,cottonwood seeds drift,over the dry earth,sballas
5528,clouds part??,a mantis silhouette,through the sunlit leaf,sballas
5529,beyond the lights,of the amusement park,rhythm of the sea,sballas
5530,first evening cool,a preening goose,spreads one wing,sballas
5531,limestone ledge??,winding through autumn colors,the sound of a creek,sballas
5532,cold sky,my boots grind stones,in the dry wash,sballas
5533,clanging buoy??,how many voices,does the sea have?,sballas
5534,cold rain??,tips of new tulips,rim the muskeg,sballas
5535,spring thaw . . .,the ewe wants to be petted,in all the old places,sballas
5536,a door-to-door salesman,lengthens his stride??,the scent of wisteria,sballas
5537,winter beach,the glint of white,in the raven's eye,sballas
5538,the cattails,lose their heads,march wind,sballas
5539,night rain,the new puppy suckles,in his sleep,sballas
5540,one white lily,in the koi pond??,mother's day,sballas
5541,the observatory dome,opens wide??,moths,sballas
5542,village square??,old faces borrowing angles,from the stone,sballas
5543,her only nipple,begins to harden,a new year,sballas
5544,written exams??,into the silence,the scent of peeled orange,sballas
5545,winter rain,gulls swim into,the hockey goal,sballas
5546,trickling pool . . .,a snapper's stillness,among the stones,sballas
5547,sub-zero,geese flow backwards,with the swollen tide,sballas
5548,windless day??,kissing snowflakes,on her hair,sballas
5549,first day of spring??,the faded strike zone,on the schoolhouse,sballas
5550,winter tide,an abalone shell,too deep to reach,sballas
5551,distant church bell . . .,snowflakes vanish,into dark water,sballas
5552,playing chess??,a crow lands,on a patch of snow,sballas
5553,winter thaw,the neighbor throws toys,back across the fence,sballas
5554,first fine day,a mother and her baby,babble back and forth,sballas
5555,family reunion??,wild turkeys,among the headstones,sballas
5556,late day shadows??,the gravedigger hangs his coat,over the stone angel,sballas
5557,poised for prayer??,the bonsai pine,in its tiny pot,sballas
5558,the corner,where nothing grows??,moonlight,sballas
5559,raw wind,and right on cue,the scrawny dog that limps,sballas
5560,hazy afternoon,hedge trimmers ratchet up,the cicada frenzy,sballas
5561,my friend's wake . . .,a bookshelf labeled,"""to be read""",sballas
5562,opening the door,to let the old dog out . . .,moonlight on my toes,sballas
5563,a foot of snow??,the cat out loving and,where is the garden buddha?,sballas
5564,new year's eve bath??,i fail to become,a swan,sballas
5565,meeting a hummingbird,on the way to the bath,my nakedness,sballas
5566,scuba diving,cloud shadows,on the coral,sballas
5567,campsite faucet,the day's last sunlight,drips away,sballas
5568,nightfall,prairie wind,rattles roadside reflectors,sballas
5569,in the dark,the mountain,loses its name,sballas
5570,noon heat??,moving grass,swings the sky,sballas
5571,giggles of children,the golden retriever,shakes off the river,sballas
5572,honeysuckle??,the silent flight of fruit bats,above the river,sballas
5573,ring of mountains,elders walk the drum beat,around a fire pit,sballas
5574,autumn moon . . .,everything i own,fits in the canoe,sballas
5575,kindergarteners,cracking peanuts with,a rocking chair,sballas
5576,nursing infant??,the odor of wet wool,in the subway,sballas
5577,breaking heat wave??,the slow return,of wind chimes,sballas
5578,july 4th??,small talk over beer,with a redcoat,sballas
5579,afternoon thunder,green sprouts,from the hay bales,sballas
5580,new plans for the day??,water running away,from the rain,sballas
5581,dentist office,the orchid stem,flowerless,sballas
5582,country diner,a ceiling fan turns,paper snowflakes,sballas
5583,blowing rain . . .,colors blend,on a garden pinwheel,sballas
5584,sundial,time pauses,for a cloud,sballas
5585,first warm spell??,i gaze into the sky,where the shuttle streaked,sballas
5586,our neighbor sings??,spring snow melts,into the muskeg,sballas
5587,rain . . .,a cup of chamomile tea,and,sballas
5588,cherry blossoms,today the courage,to speak to her,sballas
5589,sweet breeze,the quince tree flutters,with red parrots,sballas
5590,spring breakup,my missing button,in her sewing box,sballas
5591,water sounds . . .,my memory wanders the coast,of a summer lake,sballas
5592,kitchen mop-up??,the peace of moving out,in widening arcs,sballas
5593,telling it,like it is,one black crow,sballas
5594,bird watching??,naked boys in the canal,make a pose,sballas
5595,bird house empty of seed,even the jays,look for bernard,sballas
5596,old tombstone,losing its name,faint first star,sballas
5597,heat lightning,the shuttle snaps,across the warp,sballas
5598,snow on thin ice,skid marks,where the hare turned,sballas
5599,winter night??,the understanding eyes,of a lumpy teddy,sballas
5600,new year's day,the cat leaves a hairball,on the bed,sballas
5601,false spring??,the wavering reflection,of a broken branch,sballas
5602,ship horns,footprints crisscross,the misty beach,sballas
5603,trial separation,ice distends,the rain gutters,sballas
5604,winter rain??,a long trail of ants,to the honey jar,sballas
5605,winter rain??,i search for ways,to be four again,sballas
5606,the word father?,in tatsuko's haiku scroll??,winter camellias,sballas
5607,spring scents,my dog and i walk,through different worlds,sballas
5608,dwindling light,my childhood home,a parking lot,sballas
5609,retirement options,first ice,rims the campus pond,sballas
5610,sunset on ice,my slow shadow,by giacometti,sballas
5611,winter windstorm,a tea kettle whistles,on the woodstove,sballas
5612,frozen sky??,the star over home,bigger than the others,sballas
5613,my father's globe,so many countries,with wrong names,sballas
5614,one last look,through the old apartment,a dry sponge . . .,sballas
5615,musical over??,the chill an exit door,lets in,sballas
5616,winter evening:,neither of us bothers,to remove the tea bags,sballas
5617,crackling frost??,fox kits tumble,in the moonlight,sballas
5618,upcurls of morning fog . . .,the waterfall's lather,on boulder moss,sballas
5619,walking for my health??,the mutter of ducks,beneath the pier,sballas
5620,autumn afternoon??,a tramp warms his back,against a headstone,sballas
5621,fluttering,at the edge of the farm,surveyor's flags,sballas
5622,a distant tractor,long into the evening . . .,curlews,sballas
5623,ripe blueberries,the morning mist,knee high,sballas
5624,parrot or fruit bat?,examining the shape,of the apple core,sballas
5625,sunset . . .,the shimmer,of dragonfly wings,sballas
5626,pickup truck,an old retriever,laps the wind,sballas
5627,a sheep dying,in dirty straw,its blond eyelashes,sballas
5628,freshly washed hair,scent of the wind,rushing past,sballas
5629,new to the islands,she sniffs,the hibiscus,sballas
5630,war jitters,brush-stroked hollyhocks,stand at attention,sballas
5631,so many stars,through the pruned grapevine,the buzz of mosquitoes,sballas
5632,dawn,i come face to face,with a mountain,sballas
5633,maple shade??,young girls follow their recipe,for mud pies,sballas
5634,open drawbridge??,counting the masts,of ships unseen,sballas
5635,twilit path,a tarantula,lifts a leg,sballas
5636,first light,i pretend to shave,my son's lathered face,sballas
5637,monday morning??,a flaw in the shadow,of the sugarbowl,sballas
5638,spring clouds,piled all over the mountains??,new puppies sleep,sballas
5639,headstone,a dash,between the years,sballas
5640,the lingering sound,of a bell,sun on old wood,sballas
5641,alone,with my cheerios,and another missing child,sballas
5642,misty window??,a child draws the rain,with slashing lines,sballas
5643,fast freight??,a yellow dandelion,between blue rails,sballas
5644,burial ground??,offshore kelp billowing,with the tide,sballas
5645,despite,my forgetfulness . . .,pink geraniums,sballas
5646,birthday morning,the moth on the mirror,in a different place,sballas
5647,grey morning,the shire horse's fetlocks,caked with mud,sballas
5648,spring morning,the raven goes,where the wind went,sballas
5649,small town??,the smell of,everyone's wood,sballas
5650,ground hog day,arthritis loosens its grip,on my thumb,sballas
5651,weekday morning,gulls gather,round the ice-fishing hole,sballas
5652,first warm day,the boys show off,a handful of grubs,sballas
5653,no room for doubt,the swallow's,red throat,sballas
5654,snowdrops,on the grave,a yew's shadow,sballas
5655,flickering candles,a wren chirps,between hymns,sballas
5656,signs of spring,the expiration date,on fat-free milk,sballas
5657,early spring,the teenager guns,his engine,sballas
5658,spring wind,a man with wooden hands,unfolds a paper,sballas
5659,spring haze??,a whiff of spruce,from the avalanche debris,sballas
5660,sowing lupine,in the rain . . .,his pleasure voice,sballas
5661,ebb tide,the sand castle moat,still showing clouds,sballas
5662,seaside caf?,the wind ripples,my oyster soup,sballas
5663,again negotiations fail,the clay path broken,by a mushroom,sballas
5664,our first meeting??,a snowflake melts,on my lips,sballas
5665,bedtime story,my grandfather's fingers,touching the braille,sballas
5666,morning sun??,fish scales glisten,in the otter scat,sballas
5667,his passing??,the magenta chrysanthemum,still fresh,sballas
5668,end of twilight,duck wings whistle,above the path,sballas
5669,tracings of snow,on the forest boughs??,a horned owl's face,sballas
5670,icy wind,the garbage can rolls,back and forth,sballas
5671,cat's faint tread??,the light,before sunrise,sballas
5672,first day of school,the latin teacher,coated in chalk,sballas
5673,continent's edge??,a mound of jellyfish,the color of twilight,sballas
